"","title","links.href","time","description","author.name"
"321","New Weibo Celebrity Papi Chan: More Than Fame and Money","http://www.whatsonweibo.com/new-weibo-celebrity-papi-chan-fame-money/",2016-03-29,"With now over 8 million followers on Sina Weibo, Papi Chan is the new kid on the block when it comes to China’s online celebrities. Although China’s ‘online celebrity economy’ is often criticized, Papi might bring more than fame and money alone.","Diandian Guo"
"322","Move Over ‘A4 Waist’, Here Comes the ‘iPhone6 Legs’ Hype – Growing Concerns Over China’s Online Skinny Trends","http://www.whatsonweibo.com/move-a4-waist-comes-iphone6-legs/",2016-03-30,"Now that China’s ‘A4 waist’ online challenge has swept across Sina Weibo, it is time for another trend to show off how skinny you are: the ‘iPhone 6 legs’ (iPhone6腿) rage. Despite the wide propagation of slimming trends on Chinese social media, voices opposing these sort of hypes are growing louder.","Diandian Guo"
"323","What if Mama Has a New Baby? – A New Question Facing Chinese Kids","http://www.whatsonweibo.com/mama-new-baby-new-question-facing-chinese-kids/",2016-03-31,"In October 2015, China introduced its new ‘two child policy‘, marking the end of China’s three-decade-long one-child policy. Now that young couples have the option to have a second child, China’s young generations face a question that their parents did not face: what if mum has another baby? One company’s marketing campaign has stirred an online public debate on the issue.","Diandian Guo"
"324","Trip Down Memory Lane – Little Mole’s New Adventure with Panda","http://www.whatsonweibo.com/little-moles-new-adventure-panda/",2016-04-01,"Following the recent establishment of the Czech-China strategic partnership during Xi’s visit to Europe, CCTV has presented a new cartoon production of the famous Czech Little Mole with a new Chinese friend. Little Mole’s comeback is a trip down memory lane for many Chinese netizens.","Diandian Guo"
"325","No A4 Waist or iPhone6 Legs? Here’s The 2B Pencil Face","http://www.whatsonweibo.com/no-a4-waist-iphone6-legs-heres-2b-pencil-face/",2016-04-01,"“If you don’t have an A4 waist or iPhone 6 legs, there’s still the 2B pencil face”, various Weibo accounts wrote on Sina Weibo on April 1st, making ‘2B face’ (2B的脸) yet another trending beauty hype.","Manya Koetse"
"326","Game On: 4 Made-in-China Console Games to Watch in 2016","http://www.whatsonweibo.com/game-4-made-china-console-games-watch-2016/",2016-04-02,"Now that China’s ban on console games has been lifted, the first entirely made-in-China video games are entering the gaming market – finally giving domestic developers the time to come to the forefront and get their game on.","Chi Wen"
"327","One to Watch: IWC Schauffhausen Launches WeChat Store","http://www.whatsonweibo.com/onetowatchiwc/",2016-04-03,"Swiss luxury watchmaker IWC Schaffhausen has launched its online China shop this week. The brand now exclusively sells its watches through messaging app WeChat –  a significant marketing strategy that brings social media and e-commerce closer together.","Manya Koetse"
"328","Video of Assault on Woman in Beijing Hotel Causes Urban Safety Concerns Amongst Netizens","http://www.whatsonweibo.com/video-assault-woman-shocks-weibo/",2016-04-06,"Video footage of a woman being attacked near a hotel known for prostitution in the popular Beijing 798 neighbourhood has gone viral on Weibo and WeChat. The case causes concern amongst netizens, who fear for women’s safety in the city.","Manya Koetse"
"329","New SK-II Commercial Shows the Strong Message of China’s “Leftover Women”","http://www.whatsonweibo.com/sk-%e2%85%a1-new-film-leftover-womens-message-marriage-market-shanghai/",2016-04-07,"A new ad campaign by skin care brand SK-II titled ‘She Finally Goes to the Marriage Corner’ (她最后去了相亲角) has gained huge popularity on Chinese social media. The short video shows how women, pressured to get married by their families and society, pluck up the courage to speak out and get their message heard.","Diandian Guo"
"330","The New Superman is Chinese","http://www.whatsonweibo.com/new-superman-chinese/",2016-04-08,"A new Superman comic book series by DC Comics is coming out. No Clark Kent this time, but teenager Kenji Kong – a young Chinese superhero with a Japanese name.","Chi Wen"
"331","Must-See Movies: The 5 Winners of The China Film Director’s Guild Awards","http://www.whatsonweibo.com/china-film-directors-guild-awards/",2016-04-11,"The 7th edition of the China Film Director’s Guild Awards (2015) has got China’s netizens talking. The five winners are the must-see movies made in China in 2015.","Manya Koetse"
"332","Naked ‘Pengci’ Is At It Again – Hopes to Be Hit by Mercedes for Compensation Money","http://www.whatsonweibo.com/naked-pengci-hopes-hit-mercedes-compensation-money/",2016-04-11,"One Weibo netizen posted a picture of a naked man lying in front of a Mercedes in Zhejiang. According to Chinese news site The Paper, the man is known to be a ‘pengci’ fraud – deliberately getting hit by cars and then demanding compensation – who was just released from prison.","Manya Koetse"
"333","The Early Days of Rock in China – Interview with Sinologist & Hardrocker Jeroen den Hengst","http://www.whatsonweibo.com/the-early-days-of-rock-in-china-interview-with-sinologist-hardrocker-jeroen-den-hengst/",2016-04-12,"Dutch Sinologist and musician Jeroen den Hengst was part of the Beijing rock scene when it awakened in the late 1980s. Nearly three decades later, Den Hengst looks back on the early days of rock in China – before, during and after the Tiananmen protests – and talks about the music scene in Beijing and his personal path from young Sinologist to serious hardrocker.","Manya Koetse"
"334","Cui Jian (崔健)","http://www.whatsonweibo.com/cui-jian/",2016-04-12,"null","Manya Koetse"
"335","Welcome to Sina Weibo, Stephen Hawking!","http://www.whatsonweibo.com/welcome-sina-weibo-stephen-hawking/",2016-04-12,"Following David Cameron, Tim Cook and many other prominent international figures, scientist genius Stephen Hawking has now made his entrance on China’s social media platform Sina Weibo.","Diandian Guo"
"336","The ‘Zhinan’ Stereotype: Teasing the ‘Straight Guy’ is an Online Game","http://www.whatsonweibo.com/zhinan-stereotype-teasing-straight-guy-online-game/",2016-04-13,"For many women, makeup is part of their day-to-day life. But what happens when they test their boyfriend’s knowledge about their makeup items? A new popular game on WeChat and Sina Weibo does not only reveal men’s ignorance on cosmetics, it also reiterates China’s ‘Zhinan’ [‘Straight Guy’] stereotype.","Diandian Guo"
"337","Naked Pictures in Tibet Cause Online Controvery","http://www.whatsonweibo.com/naked-pictures-tibet-causes-online-controvery/",2016-04-13,"Naked pictures of a Chinese woman by a Tibetan lakeside have stirred widespread debates on Weibo, where many people think that the woman’s act of getting naked on camera is “disrespectful to Tibetan culture.”","Manya Koetse"
"338","Filial Piety, Where Art Thou? Debate on Care for Elderly Parents Reignited","http://www.whatsonweibo.com/filial-piety-art-thou/",2016-04-13,"An elderly couple forced to sleep outside their son’s door has reignited the debate over how China’s younger generations care for their elderly parents. As of May 1st, Shanghai residents who do not regularly visit their parents will be punished by getting black marks on their credit scores.","Mahalakshmi Ganapathy"
"339","Another Video Shows Woman Attacked, Bystanders Doing Nothing","http://www.whatsonweibo.com/another-video-shows-woman-attacked-bystanders-nothing/",2016-04-14,"Just a week after a video of an attack on a woman in a Beijing hotel went viral, another video exposing violence against women has emerged on Sina Weibo. Again, bystanders watch and do not intervene until one female pedestrian comes to the rescue.","Manya Koetse"
"340","Liang Yuxiang, 61-Year-Old Granddad with Killer Body","http://www.whatsonweibo.com/liang-yuxiang-61-year-old-granddad-killer-body/",2016-04-14,"Need some motivation to hit the gym? Liang Yuxiang is China’s latest internet sensation. The 61-year-old grandpa from Chengdu has got a killer body and a strong mind.","Manya Koetse"
"341","China’s ‘Naohun’ Tradition: Are Wedding Games Going Too Far?","http://www.whatsonweibo.com/naohuntradition/",2016-04-15,"Teasing games at a recent celebrity wedding triggered online conversations about the Chinese tradition of ‘naohun’ (闹婚): ‘making turbulence at a wedding’. Is this ancient wedding custom, that includes the teasing of the bridge and groom and their bridesmaids, going too far?","Diandian Guo"
"342","Changzhou “Toxic School” Scandal: Hundreds of Students Fall Sick, Some With Leukemia","http://www.whatsonweibo.com/toxic-school/",2016-04-18,"News of a contaminated school campus located near a chemical factory in Changzhou has become top trending topic on China’s social media on April 18. Due to the school’s severely polluted water and air, nearly 500 students have fallen ill – some with leukemia.","Manya Koetse"
"343","Stars or Weaklings? Autism and Public Awareness in China","http://www.whatsonweibo.com/stars-weaklings-autism-public-awareness-china/",2016-04-18,"World Autism Awareness Day has brought more attention to autism spectrum disorder (ASD) in China, where autistic children are often labelled as ‘stars’ or ‘weaklings’. Although Chinese public awareness on autism is growing, there is still a lot that needs to be done to remove existing general misconceptions.","Diandian Guo"
"344","Behind SK-II’s China’s “Change Destiny” Campaign","http://www.whatsonweibo.com/behind-sk-ii-change-destiny-campaign/",2016-04-19,"The ad campaign of skin care brand SK-II has been all over the news, both in and outside China, since it was launched on April 7 – triggering much discussion on the phenomenon of China’s ‘leftover women’ and the ad itself, with some calling it ‘hypocritical’. Is it?","Manya Koetse"
"345","Domestic Violence Victim Speaks Out on Weibo: “He Cut Off My Nose”","http://www.whatsonweibo.com/domestic-violence-speaks-weibo-cut-off-nose/",2016-04-20,"“My name is Li Yun, I am 30 years old, and am a victim of long-term abuse by my husband” – a female victim of domestic abuse has taken her gruesome story online. Her husband has cut off her nose, she says – she now needs money to complete her surgery. Li Yun’s story, that went viral on Weibo, raises public awareness on domestic abuse in China.","Manya Koetse"
"346","Papi Jiang: “I’ll Watch My Words”","http://www.whatsonweibo.com/papi-jiang-ill-watch-words/",2016-04-20,"After Chinese online celebrity ‘Papi Jiang’ (aka ‘Papi Chan’) recently became the target of state censorship, she has now publicly stated that “as a media personality”, she will have to pay more attention to her “words and image.” She promises to adjust her popular videos to meet the guidelines of the state. A Sina survey points out that most of China’s netizens are against Papi’s reprimand.","Diandian Guo"
"347","China’s Booming Cyberstar Economy & Papi Jiang","http://www.whatsonweibo.com/cyberstar-economy-papi-jiang/",2016-04-21,"How far would a Chinese company go to connect their brand to Papi Jiang, China’s rising Weibo superstar? Today’s ad auction showed that people are willing to pay millions to get their ad in one of the popular videos by Papi, who has become China’s national sweetheart. The staggering winning bid makes it clear: China’s ‘cyberstar economy’ is alive and kicking.","Manya Koetse"
"348","Another University Murder: Time To Get Serious About Dorm Life Problems?","http://www.whatsonweibo.com/tragedy-university-dormitory-time-think-living-condition-campus/",2016-04-22,"A recent Sichuan university murder case has shocked China’s netizens. As one of the most heinous campus crimes in China’s recent history, it has attracted much public discussion about the underlying factors that played a role in the murder. Is it time for Chinese universities to get more serious about its dorm life problems?","Diandian Guo"
"349","Reading Nation: China’s Most Popular Books","http://www.whatsonweibo.com/reading-nation-popular-books-china/",2016-04-25,"What are the most popular books amongst Chinese readers? In light of World Book Day, What’s on Weibo gives an overview of the most popular books and readings habits in China.","Diandian Guo"
"350","Weibo’s Big Weight Loss Challenge","http://www.whatsonweibo.com/weibos-big-losing-weight-challenge/",2016-04-28,"After the A4 waist and iPhone 6 legs, another Weibo hashtag gives netizens an opportunity to show off their slender bodies. With “The Big Weight Loss Challenge” (#减肥大作战#), netizens are encouraged to show their workout pics and lose weight together.","Manya Koetse"
"351","Chinese Netizens Discuss Uber New Rider Rules: “Would You Still Take Uber?”","http://www.whatsonweibo.com/still-take-uber/",2016-04-29,"International car service company Uber is currently testing new rules that could make ordering a Uber cab more expensive for riders. On Chinese social media, netizens dispute the new rules. As Uber China is already suffering huge competition from homegrown giant Didi Kuaidi, implementing their tryout rules in the PRC might further harm Uber’s China expansion.","Manya Koetse"
"352","Chinese Cartoonist Badiucao: Twitter Is Dead","http://www.whatsonweibo.com/chinese-cartoonist-baidiucao-twitter-dead/",2016-04-29,"Chinese political cartoonist Badiucao has left Weibo for the more liberal Twitter. But now that Twitter has appointed Kathy Chen, a former member of China’s People’s Liberation Army, as its first regional chief, Badiucao and other Chinese rights activists feel betrayed.","Elsbeth v Paridon"
"353","25-Year-Old Woman from Chengdu Murdered in Australia [Updated]","http://www.whatsonweibo.com/25-year-old-woman-chengdu-murdered-sydney/",2016-04-29,"The recent mysterious murder of the 25-year-old Chinese Michelle Leng, who studied in Sydney, has become a much-talked about case on social media, both in China and in Australia. Local police are still puzzled about what happened to her. [Updated: according to Sydney Morning Herald, a man who is believed to be Leng’s uncle was charged with her murder on Friday, April 29].","Manya Koetse"
"354","Shanghai Disneyland: All About The Money","http://www.whatsonweibo.com/shanghai-disneyland-magic-chinas-market/",2016-05-01,"As the countdown to the official opening of Shanghai Disneyland has started, crowds of visitors already flocked to the Magic Kingdom area this weekend. With huge advance ticket sales and excessively priced drinks, Disney is ready to bring in the big money.","Manya Koetse"
"355","Runaway Groom – Man Hides For Year After Family Forces Him to Marry","http://www.whatsonweibo.com/runaway-groom-man-hides-year-family-forces-marry/",2016-05-01,"One man from Xianyang was so fed up with his family forcing him to marry that he ran off and hid in the ruins of a demolished building for a year.","Manya Koetse"
"356","The Last Downer: China and the End of Down Syndrome","http://www.whatsonweibo.com/china-end-syndrome/",2016-05-02,"New screenings that can predict if an unborn baby has Down syndrome have sparked wide debate across the world – mostly because their results often lead to parents choosing for abortion. The ethical debate that is so alive in many countries seems practically non-existent in China, where Down syndrome is slowly disappearing from society. Unborn babies with Down syndrome are allowed to be aborted to up to the ninth month of pregnancy; 21% of Down-related abortions in China occur during or after the seventh month.","Manya Koetse"
"357","Featured: China and the End of Down Syndrome","http://www.whatsonweibo.com/short-intro-feature-article-last-downer/",2016-05-02,"New screenings that can predict if an unborn baby has Down syndrome have sparked wide debate across the world – mostly because their results often lead to parents choosing for abortion. The ethical debate that is so alive in many countries seems practically non-existent in China, where Down syndrome is slowly disappearing from society. See the full article here.","Manya Koetse"
"358","Baidu Scandal Brings Business Ethics to the Forefront","http://www.whatsonweibo.com/baidu-scandal/",2016-05-03,"China’s biggest search engine Baidu is under scrutiny after the death of a 21-year-old cancer patient who was allegedly given false hope for getting better because of Baidu’s paid search results. Many netizens blame Baidu for offering advertised space to fraudulent doctors. At the core of the online discussion lies the question: to what extent is Baidu responsible for the health of China’s netizens?","Manya Koetse"
"359","Behind the Baidu Scandal: Baidu and the Putian Medical Group","http://www.whatsonweibo.com/behind-baidu-scandal-baidu-putian-medical-group/",2016-05-04,"The scandal revolving around Wei Zexi, the 21-year-old cancer patient who died after finding misleading treatment information on search engine Baidu, has uncovered a huge Chinese profit-driven healthcare market, in which Baidu and Putian Medical Group are running the show.","Manya Koetse"
"360","The Shengnu Dilemma: (Don’t) Marry Before You’re 30","http://www.whatsonweibo.com/shengnu-dilemma-dont-marry-youre-30/",2016-05-05,"A new video by skincare brand SK-II on the topic of the marriage pressure faced by China’s single women has become popular on Sina Weibo. With best-selling books like ‘Don Not Marry Before You’re 30’ (30岁前别结婚) and ‘You Should Marry Before You’re 30’ (30岁前要结婚) hitting the Chinese market, the dilemma of China’s ‘leftover women’ consistently is a hot topic in China’s current popular culture.","Manya Koetse"
"361","China’s Booming Wedding Photography Industry","http://www.whatsonweibo.com/chinas-booming-wedding-photography-industry/",2016-05-10,"Wedding photography is a thriving business in today’s China. While Chinese celebrity weddings are becoming more extravagant year on year, ordinary couples have now also caught the pre-wedding shoot fever.","Cat Hanson"
"362","56 Flowers: The All-Girl Group Promoting Socialist Values","http://www.whatsonweibo.com/56-flowers/",2016-05-13,"The girl group ’56 Flowers’ (五十六朵花) is all about promoting China’s core socialist values. Although some Chinese netizens are happy with the group’s “positive energy”, there are also those who are fearful for its rekindling of the Cultural Revolution-era .","Diandian Guo"
"363","The Farmer Girl and the City: The Rootless Women of Rural China","http://www.whatsonweibo.com/farmer-girl-city-rootless-women-chinas-countryside/",2016-05-15,"Recently, a new novel by the famous Chinese author Jia Pingwa has brought the problems of China’s countryside women to the public’s attention. Women from China’s small villages are caught in a Catch 22: no matter if they stay on the countryside or enter the city’s labor market, they are at a disadvantage either way.","Manya Koetse"
"364","Man Harassed on Bus Triggers Netizens to Reverse ‘Slut-Shaming’","http://www.whatsonweibo.com/man-harassed-bus-time-reverse-slut-shaming/",2016-05-16,"When Chinese media reported about a man falling victim to sexual harassment by a young woman on a bus, female netizens responded to the issue in great numbers, using the occasion to turn the tables and ‘slut shame’ the male victim. Their true motive: to make a stand against stigmatization and victim-shaming often experienced by women.","Diandian Guo"
"365","Guangdong Police Arrest 10 Suspects in Milk Tea Drugs Bust","http://www.whatsonweibo.com/milk-tea-drugs/",2016-05-16,"A drug bust in Guangdong that resulted in the arrest of ten people has made headlines in China. The drug involved is a new type of narcotics, that is referred to as ‘milk tea drugs’.","Manya Koetse"
"366","Supermarket ‘Drag Queen’ Goes Viral on Weibo","http://www.whatsonweibo.com/supermarket-drag-queen-goes-viral-weibo/",2016-05-17,"Pictures of a kinkily dressed ‘drag queen’ in a Shenzhen supermarket have gone viral on Weibo, where Chinese netizens discuss if this kind of apparel should be respected as part of transvestism or condemned as indecent exposure.","Manya Koetse"
"367","Death During Arrest at The Hague Festival (2015)","http://www.whatsonweibo.com/death-arrest-hague-festival-2015/",2016-05-17,"null","Manya Koetse"
"368","“We Could All Be the Next Lei Yang” – Chinese Netizens on the Lei Yang Case","http://www.whatsonweibo.com/lei-yang-case/",2016-05-18,"Some netizens already call it one of the biggest controversies of the year. The death of the 29-year-old environmentalist Lei Yang – while in police custody – has sparked online outrage, with many connecting this fatality to police brutality. Now Lei’s wife has stepped forward, demanding answers from Beijing authorities on the circumstances surrounding her husband’s death.","Manya Koetse"
"369","Amnesty International Claims China Most Welcoming to Refugees, Chinese Netizens Don’t Agree","http://www.whatsonweibo.com/amnesty-international-claims-china-welcoming-refugees-chinese-netizens-dont-agree/",2016-05-20,"According to a new global survey by Amnesty International that was held in 27 countries, Chinese people are the most welcoming to refugees. But Weibo comments and an online survey by China’s Global Times show something very different from what Amnesty claims.","Diandian Guo"
"370","Why Amnesty’s ‘China Most Welcoming to Refugees’ Survey is Non-Representative","http://www.whatsonweibo.com/amnestys-results-china-ranking/",2016-05-21,"null","Manya Koetse"
"371","Gay Renmin University Student Publicly Announces Love for Friend","http://www.whatsonweibo.com/gay-renmin/",2016-05-22,"One young man recently attracted a crowd of students at Renmin University when he publicly announced his love for another young man. As pictures of the scene were shared on Weibo, the two lovebirds drew mixed reactions.","Manya Koetse"
"372","China’s Booming Breast-Massaging Business Not Without Risk","http://www.whatsonweibo.com/chinas-booming-breast-massaging-business-not-without-risk/",2016-05-23,"New mothers struggling with breastfeeding problems increasingly turn to one of China’s many ‘breastfeeding massage’ companies. But the myriad unskilled swindlers profiting from the unregulated booming breast-massaging business can seriously worsen breastfeeding problems.","Manya Koetse"
"373","Death of Policeman Draws Big Controversy: The Zhang Jiyong Case","http://www.whatsonweibo.com/zhang-jiyong/",2016-05-24,"The mysterious death of police officer Zhang Jiyong (张际勇) has caused a clamor of rumors growing on Chinese social media, with thousands of people questioning his cause of death. This is the second time this month that lack of transparency in the police force and failures in criminal investigation become the focus of public attention.","Manya Koetse"
"374","Lady ‘Master’ Yang Jiang Passes Away at 105","http://www.whatsonweibo.com/yang-jiang/",2016-05-25,"China’s beloved writer Yang Jiang has passed away at the age of 105. As Chinese netizens collectively express their condolences, ‘Master’ Yang Jiang has become a trending topic on Sina Weibo.","Manya Koetse"
"375","“Seriously China?” – China’s ‘Completely Racist’ Qiaobi Washing Powder Commercial","http://www.whatsonweibo.com/controversial-qiaobi-commercial/",2016-05-26,"A Chinese ad campaign for washing detergent brand Qiaobi (俏比) that recently aired on TV and in cinemas is making its rounds on the internet and is drawing controversy for being “completely racist”.","Manya Koetse"
"376","About China’s ‘Completely Racist’ Washing Powder Commercial","http://www.whatsonweibo.com/chinas-completely-racist-washing-powder-commercial/",2016-05-27,"null","Manya Koetse"
"377","Hangzhou Now Offers Women-Only Parking Spaces…Extra Wide","http://www.whatsonweibo.com/hangzhou-now-offers-women-parking-spaces/",2016-05-28,"One Hangzhou parking lot recently introduced women-only parking spaces that are 1.5 times bigger than regular parking spaces. Although some Chinese netizens appreciate the extra space for female drivers, there are also many who deem them sexist.","Manya Koetse"
"378","Kid Destroys Lego Sculpture Within Hour After It Is Displayed","http://www.whatsonweibo.com/kid-destroys-lego-sculpture-within-hour-displayed/",2016-05-30,"A man who spent three days and three nights working on a Nick the Fox Lego sculpture was left aghast when his masterwork was pushed over by a little kid – just within an hour after it was first displayed in Beijing.","Manya Koetse"
"379","Into the World of Interpreting: China’s Latest TV Drama Hit The Interpreters","http://www.whatsonweibo.com/world-interpreting-chinas-latest-tv-drama-hit-interpreters/",2016-05-30,"On May 25, the long-anticipated TV series The Interpreters (亲爱的翻译官) premiered on Hunan TV. The series immediately attracted a large audience and became trending on Sina Weibo. While the ‘mysterious’ world of translation and interpreting has got many viewers glued to the screen, professionals criticize the show for not corresponding to reality.","Diandian Guo"
"380","Watch: This China-based Black Man is Fed Up With 3 Major Things","http://www.whatsonweibo.com/china-based-black-man-fed-3-major-things/",2016-05-30,"A short video by a black man who has been living in China for three years is making its rounds on Chinese social media. Speaking and swearing in Chinese, the young man talks about three things he is really fed up with in China in relation to the color of his skin.","Manya Koetse"
"381","Another Tearjerker – The Popularity of Thai Commercials on Weibo","http://www.whatsonweibo.com/thai-commercials/",2016-05-31,"A new Thai commercial by ‘Brand’s World’ company was recently shared on China’s social media. The touching ad campaign shows that starting a business comes with trial and error. It is yet another addition to Thailand’s rich collection of tear jerking and successful commercials that are shared on Weibo and strike a chord with netizens around the world.","Manya Koetse"
"382","Qiaobi’s “Horrible” and “Racist” Commercial Taken Down, Chinese Netizens Respond","http://www.whatsonweibo.com/qiaobis-racist-commercial-taken-chinese-netizens-respond/",2016-05-31,"The controversial Qiaobi laundry detergent commercial that shows a black man turning into a Chinese man after being ‘washed’ has been taken down by the company. The brand apologizes for the controversy, but many Chinese netizens are not satisfied.","Manya Koetse"
"383","Children’s Day Trend: Recreating Childhood Pictures","http://www.whatsonweibo.com/weibos-throwback-thursday-recreating-childhood-pictures/",2016-06-01,"The topic ‘Childhood Comparison Pics’ (#童年对比照#) went viral on Sina Weibo on national Children’s Day. The adults who managed to flawlessly recreate their childhood pictures got the most likes.","Manya Koetse"
"384","Beijing Hutong Streaker Arouses Discussion on Chinese Social Media","http://www.whatsonweibo.com/beijing-streaker-arouses-discussions/",2016-06-02,"A man running around with just a bath towel in the hutongs of Beijing has caught the attention of Chinese netizens, who have numerous explanations for why this man would streak in the hutongs.","Manya Koetse"
"385","China & UN Peacekeeping – Netizens Commemorate Chinese Blue Helmet Killed in Mali","http://www.whatsonweibo.com/china-un-peacekeeping-netizens-commemorate-chinese-blue-helmet-killed-mali/",2016-06-02,"While Chinese netizens collectively commemorate a young Chinese peacekeeper killed in an attack on a UN peacekeeping camp in Mali, they also reflect on China’s role in international peacekeeping.","Diandian Guo"
"386","Daily Weibo Violence: Another Fight Between Local Officers and Street Vendors","http://www.whatsonweibo.com/local-officers-street-vendors/",2016-06-03,"A short video showing explicit violence between local law enforcement and street vendors has got Weibo talking. Fights between street vendors and city management staff have become a recurring topic on Chinese social media for the past few years. [Warning: videos contain violence, viewer discretion is adviced.]","Manya Koetse"
"387","Chinese Woman Films Herself Eating Unbelievable Things, Netizens Call The Police","http://www.whatsonweibo.com/woman-films-herself-eating-unbelievable-things/",2016-06-04,"A series of videos showing a middle-aged woman eating unbelievable things from goldfish to lightbulbs has caused so much concern on Sina Weibo that netizens decided to call the police.","Diandian Guo"
"388","“You Are in China Now” – Aggressive Police Notice to Foreigners","http://www.whatsonweibo.com/china-now-police-notice-foreigners/",2016-06-05,"An English notice to foreigners in Shenzhen, China, issued by local police, is causing amusement amongst China’s social media users for being the “most aggressive English announcement”.","Manya Koetse"
"389","China’s Exam Fever and ‘Gaokao Economy’","http://www.whatsonweibo.com/chinas-exam-fever-gaokao-economy/",2016-06-07,"It is time for the gaokao (高考) – China’s national college entrance exams. The exams, that are taking place on June 7 and 8, are attracting nationwide attention both offline and online. Not only do the gaokao dominate the top trending lists on China’s social media, companies also profit from the booming “gaokao economy” (高考经济).","Manya Koetse"
"390","Is China Resisting the West? (Asia Carousel Live Event)","http://www.whatsonweibo.com/chinaandthewest-asia-carousel/",2016-06-09,"Where will the rise of China lead to in the 21st century? Will China confirm to the Western world order, or will it create a new world order? What is the ‘China dream’ (中国梦)? These questions will be addressed at today’s Asia Carousel at the Dutch Ministry of Foreign Affairs. (To see more events live-blogged by What’s on Weibo, see our live events list.)","Manya Koetse"
"391","Woman Slapped and Forced into Car Trunk at Hebei Gas Station","http://www.whatsonweibo.com/hebei-gas-station/",2016-06-09,"Shocking footage that is making its rounds on China’s social media shows how a woman is beaten and forced into a car trunk at a gas station in Hebei. Weibo netizens are appalled with the incident and how it was dealt with – blaming existing traditional ideas on domestic violence being a ‘private matter’.","Manya Koetse"
"392","‘Warcraft’ and Its Popularity in China","http://www.whatsonweibo.com/warcraft-in-china/",2016-06-09,"The release of ‘Warcraft’, the film adaption of the popular video game, has been breaking records in the Chinese box office. What’s on Weibo’s Chi Wen provides a short overview of ‘Warcraft’ and its popularity in China. The game was, and still is, the most popular western online game in China.","Chi Wen"
"393","Woman Forced into Trunk of Car: “I Won’t Press Charges”","http://www.whatsonweibo.com/woman-forced-trunk-car-wont-press-charges/",2016-06-10,"One day after a shocking video of a woman being slapped and forced into the trunk of a car became trending on Chinese social media, more details on the violent incident have come out. The woman says she won’t press charges against the aggressor, who is her husband.","Manya Koetse"
"394","Orlando Nightclub Attack Leaves 50 Dead – Weibo Responds","http://www.whatsonweibo.com/orlando-nightclub-attack-leaves-50-dead-weibo-responds/",2016-06-12,"The attack on an Orlando gay nightclub that left 50 people dead, has become a much talked-about topic on Chinese social media. Many netizens respond in shock to what is called the worst mass shooting in US history, but there is also much anti-American sentiment amidst the reactions.","Manya Koetse"
"395","Beer Bottle Bomb: Explosion at Shanghai Pudong Airport","http://www.whatsonweibo.com/blast-pudong-airport/",2016-06-12,"A small explosion at Shanghai’s Pudong International Airport on Sunday afternoon left four people injured. The explosion reportedly was caused by a man who threw a beer bottle containing explosive materials, after which he stabbed himself in the neck.","Manya Koetse"
"396","Watch: Man Publicly Shamed For Filming Under Skirts in Shanghai Subway","http://www.whatsonweibo.com/man-publicly-shamed-filming-skirts-shanghai-subway/",2016-06-13,"A man was publicly shamed in a Shanghai subway station after he was caught secretly filming under women’s skirts. The video of his shaming is being shared by Chinese netizens.","Manya Koetse"
"397","Sky on Fire – China’s Big 2016 Movie","http://www.whatsonweibo.com/sky-on-fire/",2016-06-13,"Upcoming movie Sky on Fire (冲天火) is causing much hype on China’s social media. With its all-star cast and action galore, Sky on Fire already is one of the most anticipated Chinese movies of 2016.","Manya Koetse"
"398","“Cheap”, “Ugly”, “Nothing like Hong Kong” – Netizens Disgruntled with New Shanghai Disneyland Trains","http://www.whatsonweibo.com/shanghai-disneyland-train/",2016-06-14,"Shanghai’s very first Disney-themed trains will start running on June 16, the very same day of the grand opening of Shanghai Disneyland. Many netizens, however, are disgruntled with the design, saying it is ugly compared to that of Hong Kong’s Disney trains.","Manya Koetse"
"399","Watch: Japanese Instruction Video Shows How to Make the Perfect Selfie","http://www.whatsonweibo.com/perfect-selfie/",2016-06-15,"A Japanese instruction video on how to make the ‘perfect selfie’ made its rounds on Sina Weibo today. What actually is the perfect selfie?","Manya Koetse"
"400","Dorm Violence: Kunming University Student Killed by Roommate for Singing A Song","http://www.whatsonweibo.com/dorm-violence-kunming-university-student-killed-roommate-singing-song/",2016-06-17,"A dorm murder in Yunnan province has become the focus of public attention. The lethal altercation, that took place at Kunming University, allegedly started over a song. Weibo netizens are increasingly worried about the recurring problem of dorm violence.","Manya Koetse"
"401","Watch: Petrified Visitors at China’s Popular Glass Bridge","http://www.whatsonweibo.com/watch-petrified-visitors-chinas-popular-glass-bridge/",2016-06-17,"China’s popular high-altitude glass bridges are a dream for every thrill-seeker, but a nightmare for those with fear of heights. A viral video shows petrified visitors crossing the glass skywalk.","Manya Koetse"
"402","Chinese Netizens Angered over “China Feeding Africa With Human Meat” Reports","http://www.whatsonweibo.com/china-feeding-africa-human-meat/",2016-06-18,"A Zambian newspaper has apologized for spreading rumors that China was selling human meat in Africa. The rumors and the apology have become a much-discussed topic on Sina Weibo, where many netizens are furious about the false report.","Manya Koetse"
"403","“Witness to China’s Diplomatic History” – Netizens Commemorate Diplomat Wu Jianmin","http://www.whatsonweibo.com/netizens-commemorate-diplomat-wu-jianmin/",2016-06-20,"Chinese diplomat Wu Jianming was killed in a car accident on June 18, at the age of 77. Although Wu has been criticized to be a “dove diplomat”, netizens generally remember him as a sincere and truthful man. His death is widely commemorated on Chinese social media.","Diandian Guo"
